ID,Country,Specialization,How did you hear about Us,Current_Occupation,What matters most to you in choosing a course,Origin,Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Purchased
1228,India,Travel and Tourism,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,24,2,SMS Sent,No
1229,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1230,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
1231,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1232,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,6,2,Email Link Clicked,No
1233,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1234,,,,,,API,Olark Chat,Yes,No,0,0,0,Email Bounced,No
1235,,Marketing Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
1236,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1237,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1238,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1239,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1240,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,97,2,Email Opened,No
1241,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1242,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
1243,India,IT Projects Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,8,10,4,SMS Sent,Yes
1244,India,Finance Management,,,,Landing Page Submission,Direct Traffic,No,No,1,427,1,Converted to Lead,No
1245,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1246,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
1247,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1248,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,9,214,3,Email Opened,Yes
1249,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1497,2,SMS Sent,No
1250,,Marketing Management,,Student,Better Career Prospects,Lead Add Form,Reference,No,No,,1252,,,Yes
1251,India,Finance Management,,,,Landing Page Submission,Direct Traffic,No,No,2,1155,2,SMS Sent,No
1252,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,19,2,Email Opened,No
1253,India,International Business,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,7,2,Email Opened,No
1254,India,E-COMMERCE,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,Yes,No,2,104,2,Had a Phone Conversation,No
1255,India,Operations Management,Student of SomeSchool,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,6,1040,6,Email Opened,Yes
1256,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
1257,India,Business Administration,Online Search,,,Landing Page Submission,Google,No,No,4,76,2,Email Opened,No
1258,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,6,298,6,SMS Sent,Yes
1259,,Finance Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,,74,,,No
1260,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
1261,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
1262,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,SMS Sent,Yes
1263,India,Retail Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,Yes,No,2,833,2,Email Bounced,Yes
1264,India,Supply Chain Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,855,2,SMS Sent,Yes
1265,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,1553,3,Olark Chat Conversation,Yes
1266,India,Travel and Tourism,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,5,1208,5,SMS Sent,Yes
1267,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,1395,1.5,Email Opened,No
1268,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1499,1,SMS Sent,Yes
1269,India,,,,,API,Google,No,No,5,636,2.5,Olark Chat Conversation,No
1270,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
1271,,Human Resource Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
1272,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,240,6,Page Visited on Website,No
1273,India,IT Projects Management,Other,,,Landing Page Submission,Google,No,No,3,125,3,SMS Sent,No
1274,India,,,Student,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,184,1.5,Email Opened,No
1275,,,,Unemployed,Better Career Prospects,API,Google,No,No,5,39,5,Olark Chat Conversation,No
1276,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,541,2,Olark Chat Conversation,No
1277,India,Operations Management,,,,Landing Page Submission,Direct Traffic,No,No,3,506,1.5,Email Opened,No
1278,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1279,,,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1280,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,714,3,Email Opened,Yes
1281,,,,Unemployed,Better Career Prospects,API,Olark Chat,Yes,No,0,0,0,Email Bounced,No
1282,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,984,2,SMS Sent,Yes
1283,India,Business Administration,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,28,4,Email Opened,No
1284,India,Travel and Tourism,Other,Working Professional,Better Career Prospects,Landing Page Submission,Organic Search,No,No,18,1569,4.5,SMS Sent,Yes
1285,India,Marketing Management,,Unemployed,Better Career Prospects,API,Google,No,No,3,491,1.5,Email Opened,No
1286,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,881,1.5,Email Opened,Yes
1287,India,,,Unemployed,Better Career Prospects,API,Google,No,No,5,954,1.67,Email Opened,Yes
1288,,Marketing Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1289,India,,,,,API,Google,No,No,2,1152,2,SMS Sent,No
1290,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,1392,2,Email Opened,Yes
1291,India,Human Resource Management,,Working Professional,Better Career Prospects,API,Organic Search,No,No,3,1557,3,SMS Sent,Yes
1292,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,76,2,Email Link Clicked,No
1293,,Marketing Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1294,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
1295,,,,Unemployed,Better Career Prospects,API,Olark Chat,Yes,No,0,0,0,SMS Sent,Yes
1296,India,,,Unemployed,Better Career Prospects,API,Google,No,No,4,113,4,Email Link Clicked,No
1297,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,1,1076,1,Email Opened,Yes
1298,India,,,Unemployed,Better Career Prospects,API,Google,No,No,6,63,6,Email Opened,No
1299,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
1300,,Operations Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
1301,India,Business Administration,Multiple Sources,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,512,3,SMS Sent,Yes
1302,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,224,3,Olark Chat Conversation,No
1303,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,231,3,Email Opened,No
1304,India,,,Unemployed,Better Career Prospects,API,Google,No,No,4,422,4,Email Opened,No
1305,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,6,1343,3,SMS Sent,Yes
1306,India,Marketing Management,,Working Professional,Better Career Prospects,API,Google,No,No,3,1117,1.5,Email Opened,Yes
1307,India,Healthcare Management,Word Of Mouth,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,2,230,2,Email Opened,Yes
1308,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,5,908,5,SMS Sent,Yes
1309,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,179,2,Email Opened,Yes
1310,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,200,2,Email Opened,No
1311,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,1360,1.5,SMS Sent,Yes
1312,India,Finance Management,,Unemployed,Better Career Prospects,API,Google,No,No,2,1165,2,SMS Sent,Yes
1313,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1314,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,6,1121,2,Email Opened,Yes
1315,India,Media and Advertising,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1579,2,Email Opened,Yes
1316,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,138,2,Email Opened,No
1317,India,IT Projects Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,48,4,Email Opened,No
1318,India,"Banking, Investment And Insurance",Student of SomeSchool,,,Landing Page Submission,Google,No,No,4,113,4,SMS Sent,No
1319,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,942,2,Email Opened,Yes
1320,India,Travel and Tourism,,,,Landing Page Submission,Organic Search,No,No,5,61,5,Email Opened,No
1321,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,21,3,Email Link Clicked,No
1322,India,Travel and Tourism,Social Media,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,13,254,3.25,Email Opened,No
1323,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,505,3,Email Link Clicked,No
1324,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Link Clicked,No
1325,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,API,Google,No,No,4,1874,4,SMS Sent,Yes
1326,India,Hospitality Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,9,1208,9,Email Opened,No
1327,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,788,5,Email Opened,Yes
1328,India,Finance Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,71,2,Email Opened,Yes
1329,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
1330,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,6,788,6,SMS Sent,Yes
1331,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,5,285,5,Email Opened,No
1332,India,Marketing Management,,,,Landing Page Submission,Direct Traffic,No,No,2,1008,2,Email Link Clicked,Yes
1333,,Supply Chain Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
1334,India,,,,,Landing Page Submission,Direct Traffic,No,No,1,471,1,Converted to Lead,No
1335,India,Hospitality Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,117,3,Page Visited on Website,No
1336,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,7,1186,2.33,Page Visited on Website,Yes
1337,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,9,296,9,Email Opened,No
1338,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,526,4,SMS Sent,No
1339,Saudi Arabia,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,31,2,Email Opened,No
1340,Bahrain,International Business,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,754,2,Page Visited on Website,Yes
1341,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,189,2,Email Opened,Yes
1342,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,369,2,Email Opened,Yes
1343,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,1,42,1,Converted to Lead,Yes
1344,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
1345,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
1346,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,11,608,11,SMS Sent,Yes
1347,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1348,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
1349,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1350,India,Business Administration,,,,Landing Page Submission,Direct Traffic,No,No,11,1236,11,SMS Sent,No
1351,India,Supply Chain Management,Online Search,Working Professional,Better Career Prospects,Landing Page Submission,Referral Sites,No,No,6,1689,6,Email Opened,Yes
1352,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,322,4,SMS Sent,No
1353,India,,,Unemployed,Better Career Prospects,API,Direct Traffic,No,No,6,1408,3,Email Opened,Yes
1354,India,,,,,API,Google,No,No,2,59,2,Email Opened,No
1355,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,Email Opened,Yes
1356,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Link Clicked,Yes
1357,India,Travel and Tourism,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,8,550,2.67,Email Opened,No
1358,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,963,2,Email Opened,No
1359,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,923,1,Email Opened,Yes
1360,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,4,1121,4,SMS Sent,Yes
1361,India,,,Unemployed,Better Career Prospects,API,Google,No,No,6,1366,6,SMS Sent,Yes
1362,Kuwait,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,77,2,Email Opened,No
1363,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,5,274,2.5,Page Visited on Website,No
1364,India,,,,,API,Direct Traffic,No,No,4,446,1.33,Email Opened,No
1365,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,972,1,Email Opened,Yes
1366,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,Email Opened,Yes
1367,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1368,India,Operations Management,Multiple Sources,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,7,252,2.33,Email Opened,No
1369,Bahrain,Business Administration,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1346,3,Email Opened,Yes
1370,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1108,2,Converted to Lead,Yes
1371,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
1372,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1606,2,Email Opened,Yes
1373,India,IT Projects Management,Online Search,,,Landing Page Submission,Google,No,No,5,1209,5,Email Opened,No
1374,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,315,3,Email Opened,No
1375,India,Business Administration,,Unemployed,Better Career Prospects,API,Google,No,No,6,1552,1.5,Email Opened,Yes
1376,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,88,1.67,Email Opened,No
1377,India,,,Unemployed,Better Career Prospects,API,Google,No,No,4,185,4,Page Visited on Website,No
1378,India,Human Resource Management,,Unemployed,Better Career Prospects,API,Google,No,No,2,485,2,Email Opened,Yes
1379,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1380,India,Human Resource Management,Student of SomeSchool,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,8,103,2.67,SMS Sent,Yes
1381,India,IT Projects Management,,,,Landing Page Submission,Direct Traffic,No,No,2,816,2,Email Opened,Yes
1382,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,1319,3,Email Opened,Yes
1383,India,International Business,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,240,3,Email Opened,No
1384,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
1385,India,Human Resource Management,Other,,,Landing Page Submission,Google,No,No,5,286,5,Email Opened,No
1386,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
1387,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,SMS Sent,Yes
1388,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,SMS Sent,Yes
1389,Singapore,,,Unemployed,Better Career Prospects,API,Google,No,No,2,2020,2,Email Opened,Yes
1390,India,Rural and Agribusiness,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,212,3,Email Opened,No
1391,India,Marketing Management,,Unemployed,Better Career Prospects,API,Google,No,No,2,880,2,Email Opened,Yes
1392,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,Yes,No,5,1369,2.5,Email Bounced,No
1393,India,IT Projects Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,172,3,Form Submitted on Website,No
1394,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,,429,,,Yes
1395,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,14,2,Email Opened,No
1396,,Human Resource Management,,Student,Better Career Prospects,Lead Add Form,Reference,No,No,,186,,,Yes
1397,India,Finance Management,Online Search,Student,Better Career Prospects,Landing Page Submission,Google,No,No,2,861,2,SMS Sent,Yes
1398,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,Email Opened,Yes
1399,India,Marketing Management,,Working Professional,Better Career Prospects,API,Google,No,No,2,640,1,Email Opened,Yes
1400,India,Finance Management,,,,Landing Page Submission,Direct Traffic,No,No,3,580,1.5,Email Opened,No
1401,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1603,2,Page Visited on Website,No
1402,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,1459,3,Email Opened,Yes
1403,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1404,India,Finance Management,Advertisements,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,359,3,SMS Sent,Yes
1405,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,100,5,SMS Sent,Yes
1406,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,423,3,SMS Sent,Yes
1407,,Marketing Management,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
1408,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1520,2,SMS Sent,Yes
1409,India,Marketing Management,Multiple Sources,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,4,1360,4,SMS Sent,Yes
1410,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,2,2,SMS Sent,No
1411,India,Media and Advertising,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,5,294,5,Email Opened,No
1412,India,Travel and Tourism,Social Media,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1261,4,Form Submitted on Website,Yes
1413,,,,,,API,Olark Chat,No,No,3,135,1.5,Email Link Clicked,No
1414,India,"Banking, Investment And Insurance",Word Of Mouth,,,Landing Page Submission,Google,No,No,4,1805,4,Email Opened,No
1415,India,Business Administration,Online Search,,,Landing Page Submission,Google,No,No,4,110,2,SMS Sent,No
1416,India,Marketing Management,,,,Landing Page Submission,Direct Traffic,No,No,3,42,1.5,Email Opened,No
1417,,,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
1418,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,5,45,5,Email Opened,No
1419,India,Human Resource Management,Online Search,,,Landing Page Submission,Google,Yes,No,1,866,1,Email Bounced,No
1420,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,7,938,7,Email Opened,Yes
1421,India,Human Resource Management,Other,,,API,Google,No,No,8,397,2,Olark Chat Conversation,No
1422,India,,,,,API,Organic Search,No,No,5,1084,5,Olark Chat Conversation,Yes
1423,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,Yes,No,6,148,3,SMS Sent,No
1424,India,Marketing Management,,Unemployed,Better Career Prospects,API,Google,No,No,2,1345,2,Email Opened,Yes
1425,India,Supply Chain Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,1709,4,SMS Sent,Yes
1426,India,Human Resource Management,Multiple Sources,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,4,1588,4,SMS Sent,Yes
1427,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1428,India,,,,,API,Direct Traffic,No,No,3,533,1.5,Email Opened,No
1429,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
1430,India,Travel and Tourism,Student of SomeSchool,,,Landing Page Submission,Google,No,No,2,1288,2,Email Opened,No
1431,Canada,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,6,95,2,Email Opened,No
1432,India,,,Unemployed,Better Career Prospects,API,Google,No,No,4,12,1.33,Page Visited on Website,No
1433,India,Rural and Agribusiness,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,11,1054,2.75,Email Opened,Yes
1434,India,Business Administration,Student of SomeSchool,Student,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,664,2,Email Opened,Yes
1435,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,336,1.5,Email Opened,No
1436,India,Marketing Management,Student of SomeSchool,,,Landing Page Submission,Direct Traffic,No,No,2,291,2,SMS Sent,No
1437,India,Operations Management,Online Search,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,4,1688,4,Email Opened,Yes
1438,Netherlands,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,10,1467,10,Email Opened,Yes
1439,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,8,419,8,Email Link Clicked,No
1440,India,"Banking, Investment And Insurance",,Working Professional,Better Career Prospects,API,Google,No,No,4,427,4,Email Opened,Yes
1441,India,Finance Management,Student of SomeSchool,,,API,Google,No,No,5,294,5,Email Opened,No
1442,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,API,Google,No,No,6,529,3,Email Opened,No
1443,India,Marketing Management,Other,,,Landing Page Submission,Google,No,No,2,1296,2,Converted to Lead,Yes
1444,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,2,139,1,Email Opened,No
1445,India,Business Administration,Online Search,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,3,1683,3,Email Opened,Yes
1446,India,,,Unemployed,Better Career Prospects,API,Google,No,No,1,254,1,Converted to Lead,No
1447,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1223,3,Email Opened,Yes
1448,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,940,2,SMS Sent,Yes
1449,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,9,5,SMS Sent,No
1450,India,Finance Management,,,,Landing Page Submission,Direct Traffic,No,No,2,270,2,Email Opened,No
1451,India,Human Resource Management,Student of SomeSchool,Working Professional,Better Career Prospects,API,Google,No,No,5,1323,2.5,SMS Sent,Yes
1452,India,Finance Management,Other,,,Landing Page Submission,Google,No,No,4,469,4,Email Opened,No
1453,India,Human Resource Management,,Unemployed,Better Career Prospects,API,Google,No,No,6,326,3,Email Opened,No
1454,India,Marketing Management,Multiple Sources,Unemployed,Better Career Prospects,API,Google,No,No,4,45,4,Email Opened,No
1455,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,1975,6,Email Link Clicked,Yes
1456,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1064,4,Email Opened,No
1457,India,International Business,Social Media,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,6,1681,6,Email Opened,Yes
1458,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
1459,India,Supply Chain Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1545,2,Email Opened,Yes
1460,India,,,,,API,Direct Traffic,No,No,20,1165,2.5,Email Opened,No
1461,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,Yes
1462,India,,,Unemployed,Better Career Prospects,API,Google,No,No,5,71,5,Olark Chat Conversation,No
1463,India,Operations Management,Online Search,,,Landing Page Submission,Google,No,No,6,1152,3,SMS Sent,No
1464,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
1465,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,1,211,1,Converted to Lead,No
1466,India,Marketing Management,Online Search,,,Landing Page Submission,Google,No,No,4,367,4,Email Opened,No
1467,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,942,2,SMS Sent,No
1468,India,IT Projects Management,Online Search,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,4,894,4,SMS Sent,Yes
1469,India,Operations Management,,Working Professional,Better Career Prospects,API,Google,No,No,2,1132,1,Email Opened,Yes
1470,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,941,3,Email Opened,Yes
1471,India,Travel and Tourism,,Working Professional,Better Career Prospects,API,Organic Search,No,No,8,234,4,SMS Sent,Yes
1472,India,"Banking, Investment And Insurance",,,,Landing Page Submission,Organic Search,No,No,4,1075,4,Email Opened,No
1473,India,Business Administration,,,,Landing Page Submission,Google,No,No,6,153,3,Email Opened,No
1474,India,IT Projects Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,1275,2.5,Email Opened,Yes
1475,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1322,2,Email Opened,No
1476,India,Healthcare Management,,Working Professional,Better Career Prospects,API,Google,No,No,3,1210,3,Email Opened,Yes
1477,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,5,211,5,Email Opened,No
